teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHours,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
6,0.333,0,0,36,85.814,2.384,0.894,62,1.722,0.474,60.071,1.669,1.117,25.929,0.72,0.783,18.571,0.516,0.55,6,0.577,14.302,5.531,2.433,0.93,10.333,3.693,1.76,0.633,10.012,4.489,1.703,0.753,4.321,1.67,0.745,0.316,3.095,1.248,0.533,0.223,6,0,14.302,2.14,2.384,0.357,10.333,1.036,1.722,0.173,10.012,3.336,1.669,0.556,4.321,2.891,0.72,0.482,3.095,2.501,0.516,0.417,42,39,0.929,1360,32.381,17.539,8.4,7.965,7.8,6.882,0.974,0.052,272,259.011,14,8.641,13,2,2,0,F
3,0,0,1,18,65.286,3.627,1.474,57,3.167,1.397,46.357,2.575,1.768,65.857,3.659,3.045,56.5,3.139,3.874,3,0,10.881,4.673,3.627,1.558,9.5,3.786,3.167,1.262,7.726,3.169,2.575,1.056,10.976,4.169,3.659,1.39,9.417,4.066,3.139,1.355,6,0,21.762,1.151,3.627,0.192,19,0.841,3.167,0.14,15.452,5.854,2.575,0.976,21.952,11.333,3.659,1.889,18.833,19.209,3.139,3.201,92,82,0.891,4363,47.424,38.093,18.4,18.139,16.6,15.435,0.954,0.058,872.6,1213.143,18.4,10.892,16.8,2,2,0,A
3,0.333,0,1,18,36.857,2.048,0.97,30,1.667,0.705,36.143,2.008,1.857,17.643,0.98,1.579,7.071,0.393,0.754,3,0.577,6.143,2.525,1.999,0.544,5,1.979,1.66,0.535,6.024,4.715,1.911,1.116,2.94,2.572,0.952,0.849,1.179,1.241,0.344,0.328,6,0,12.286,3.687,2.048,0.615,10,1.579,1.667,0.263,12.048,3.318,2.008,0.553,5.881,4.378,0.98,0.73,2.357,2.613,0.393,0.435,93,43,0.462,2511,27,27.988,23.25,23.413,11.5,12.6,0.702,0.315,627.75,912.982,18.6,17.625,9.2,3,3,0,A
6,0.333,1,0,36,98.357,2.732,1.507,83.857,2.329,1.302,97.429,2.706,2.445,81.071,2.252,3.34,24.429,0.679,1.017,6,0.577,16.393,8.1,2.735,1.329,13.976,6.456,2.349,1.101,16.238,8.528,2.76,1.511,13.512,11.014,2.244,1.81,4.071,2.312,0.678,0.379,6,0,16.393,2.75,2.732,0.458,13.976,3.455,2.329,0.576,16.238,7.498,2.706,1.25,13.512,5.847,2.252,0.975,4.071,4.387,0.679,0.731,145,93,0.641,5424,37.407,36.907,24.167,19.282,16.333,13.948,0.757,0.261,904,831.094,24.167,16.385,15.667,1,1,0,A
6,0.333,1,0,35,75.714,2.163,1.135,63.929,1.827,1.023,63.786,1.822,1.059,18.429,0.527,1.811,18.071,0.516,0.83,5.833,0.687,12.619,5.02,2.186,0.83,10.655,3.842,1.84,0.622,10.631,5.468,1.86,0.927,3.071,1.726,0.513,0.257,3.012,0.637,0.522,0.124,5.833,0.373,12.619,4.08,2.175,0.705,10.655,3.702,1.848,0.681,10.631,2.586,1.844,0.519,3.071,2.284,0.529,0.382,3.012,1.941,0.53,0.356,182,111,0.61,5111,28.082,58.409,30.333,42.078,19.5,21.968,0.804,0.215,851.833,1045.003,30.333,39.525,19,1,1,0,A
6,0,0,0,36,119.393,3.316,6.531,100.179,2.783,6.601,37.643,1.046,1.036,56.607,1.572,3.006,20.464,0.568,0.63,6,0.577,19.899,15.13,3.322,2.516,16.696,14.774,2.778,2.46,6.274,2.167,1.066,0.429,9.435,7.713,1.573,1.284,3.411,1.607,0.563,0.26,6,0,19.899,19.467,3.316,3.244,16.696,20.23,2.783,3.372,6.274,3.385,1.046,0.564,9.435,7.763,1.572,1.294,3.411,1.305,0.568,0.218,73,62,0.849,3606,49.397,37.07,14.6,8.452,12.6,6.621,0.897,0.088,721.2,307.807,14.6,13.603,12.4,1,0,1,F
3,0.333,0,1,16,37.071,2.317,1.767,28.786,1.799,1.885,40.286,2.518,2.957,10.571,0.661,2.106,12.071,0.754,1.057,2.667,0.471,6.179,4.669,2.214,1.457,4.798,4.679,1.732,1.502,6.714,6.05,2.274,1.983,1.762,2.16,0.659,0.763,2.012,1.746,0.687,0.57,5.333,0.471,12.357,0.477,2.341,0.277,9.595,1.6,1.825,0.404,13.429,6.062,2.63,1.29,3.524,2.622,0.657,0.515,4.024,1.496,0.783,0.329,61,44,0.721,1678,27.508,50.391,12.2,10.068,9.2,7.909,0.846,0.168,335.6,315.988,15.25,7.395,11.5,1,1,0,A
3,0,0,1,12,17.571,1.464,0.595,13.429,1.119,0.64,15.571,1.298,1.037,17.786,1.482,1.492,4.357,0.363,0.431,3,0,4.393,1.36,1.464,0.453,3.357,0.457,1.119,0.152,3.893,0.997,1.298,0.332,4.446,1.74,1.482,0.58,1.089,0.283,0.363,0.094,4,0,5.857,1.462,1.464,0.365,4.476,0.992,1.119,0.248,5.19,2.686,1.298,0.672,5.929,3.166,1.482,0.792,1.452,1.196,0.363,0.299,10,8,0.8,191,19.1,15.036,5,0,4,1,0.8,0.2,95.5,37.5,5,1,4,0,0,0,F
6,0.167,0,0,30,38.071,1.269,1.336,25.357,0.845,1.34,60.714,2.024,2.011,21.286,0.71,2.899,22.857,0.762,1.436,6,0,7.614,1.718,1.269,0.286,5.071,1.872,0.845,0.312,12.143,4.302,2.024,0.717,4.257,4.236,0.71,0.706,4.571,1.448,0.762,0.241,5,0,6.345,1.659,1.269,0.332,4.226,1.379,0.845,0.276,10.119,5.136,2.024,1.027,3.548,3.516,0.71,0.703,3.81,3.807,0.762,0.761,11,6,0.546,138,12.546,16.588,2.75,1.299,2.25,1.299,0.813,0.207,34.5,35.217,11,0,6,0,0,0,F
5,0.2,1,0,25,47.214,1.889,0.824,34.714,1.389,0.824,40.571,1.623,0.991,22.286,0.891,3.051,28.286,1.131,1.204,5,0,9.443,3.395,1.889,0.679,6.943,2.319,1.389,0.464,8.114,2.524,1.623,0.505,4.457,6.328,0.891,1.266,5.657,1.767,1.131,0.353,5,0,9.443,0.528,1.889,0.106,6.943,0.483,1.389,0.097,8.114,0.635,1.623,0.127,4.457,7.502,0.891,1.5,5.657,3.671,1.131,0.734,11,9,0.818,381,34.636,19.008,5.5,0.5,4.5,1.5,0.8,0.2,190.5,78.5,5.5,0.5,4.5,0,0,0,A
5,0.2,0,0,25,78.857,3.154,1.405,73.143,2.926,1.515,52.357,2.094,1.166,40.857,1.634,2.053,20.429,0.817,0.632,5,0,15.771,6.835,3.154,1.367,14.629,6.877,2.926,1.375,10.471,4.367,2.094,0.873,8.171,5.835,1.634,1.167,4.086,2.181,0.817,0.436,5,0,15.771,2.081,3.154,0.416,14.629,3.599,2.926,0.72,10.471,1.466,2.094,0.293,8.171,3.052,1.634,0.61,4.086,0.906,0.817,0.181,138,106,0.768,5732,41.536,50.668,27.6,22.357,21.4,15.679,0.861,0.115,1146.4,973.775,27.6,18.575,21.6,0,0,0,A
5,0.4,0,0,25,54,2.16,1.233,28.571,1.143,1.414,35.571,1.423,2.569,49.429,1.977,2.667,15.286,0.611,1.155,5,0,10.8,3.979,2.16,0.796,5.714,4.069,1.143,0.814,7.114,4.063,1.423,0.813,9.886,9.85,1.977,1.97,3.057,1.251,0.611,0.25,5,0,10.8,4.229,2.16,0.846,5.714,2.286,1.143,0.457,7.114,4.457,1.423,0.891,9.886,3.146,1.977,0.629,3.057,3.475,0.611,0.695,2,1,0.5,18,9,0,2,0,1,0,0.5,0,18,0,2,0,1,0,0,0,A
5,0,0,0,25,41.429,1.657,1.345,22.857,0.914,0.676,31.929,1.277,1.38,70.643,2.826,7.932,19.964,0.799,1.371,5,0,8.286,3.038,1.657,0.608,4.571,1.343,0.914,0.269,6.386,2.664,1.277,0.533,14.129,20.583,2.826,4.117,3.993,2.55,0.799,0.51,5,0,8.286,4.797,1.657,0.959,4.571,2.047,0.914,0.409,6.386,4.154,1.277,0.831,14.129,15.744,2.826,3.149,3.993,3.673,0.799,0.735,4,4,1,76,19,6.671,2,0,2,0,1,0,38,9,4,0,4,0,0,0,A
6,0.167,0,0,29,71.25,2.457,1.536,57.714,1.99,1.447,54.643,1.884,2.06,48.714,1.68,2.924,27.814,0.959,1.293,4.833,0.373,11.875,3.752,2.417,0.676,9.619,3.429,1.963,0.633,9.107,4.83,1.848,0.935,8.119,9.672,1.655,1.921,4.636,3.241,0.941,0.636,5.8,0.4,14.25,5.088,2.428,0.787,11.543,3.968,1.97,0.613,10.929,4.998,1.848,0.797,9.743,6.368,1.65,1.038,5.563,4.866,0.967,0.819,65,60,0.923,6176,95.015,146.04,16.25,9.731,15.75,8.983,0.984,0.028,1544,1560.602,13,6.066,12.2,0,0,0,A
7,0,0,0,42,120.714,2.874,0.619,100.929,2.403,0.683,72.357,1.723,1.045,55.5,1.321,2.715,28.786,0.685,0.701,7,0,20.119,6.109,2.874,0.873,16.821,4.844,2.403,0.692,12.06,5.174,1.723,0.739,9.25,8.395,1.321,1.199,4.798,1.648,0.685,0.235,6,0,17.245,2.157,2.874,0.359,14.418,1.709,2.403,0.285,10.337,2.853,1.723,0.476,7.929,6.717,1.321,1.12,4.112,3.086,0.685,0.514,144,137,0.951,6542,45.431,36.526,24,15.438,23,15.727,0.926,0.062,1090.333,740.399,20.571,14.51,19.714,0,0,0,A
5,0,0,0,27,54.143,2.005,1.535,45.214,1.675,2.215,43.857,1.624,1.606,40.857,1.513,2.643,20.214,0.749,1.019,4.5,0.957,9.024,4.365,1.999,0.776,7.536,5.866,1.625,0.943,7.31,3.811,1.695,0.91,6.81,8.944,1.292,1.455,3.369,2.202,0.734,0.404,5.4,1.2,10.829,4.825,2.067,0.813,9.043,4.403,1.95,1.396,8.771,6.401,1.495,1.028,8.171,6.05,1.967,2.119,4.043,2.662,0.779,0.457,126,120,0.952,3194,25.349,15.498,21,12.543,20.167,11.187,0.976,0.035,532.333,342.184,31.5,34.853,30,0,0,0,A
6,0.167,0,0,30,97.786,3.26,1.509,48.464,1.615,0.877,66.714,2.224,2.069,33.571,1.119,1.876,29.107,0.97,0.994,5,0.577,16.298,7.331,3.222,1.261,8.077,3.954,1.582,0.657,11.119,5.776,2.214,1.052,5.595,4.251,1.065,0.746,4.851,2.491,0.958,0.44,6,0,19.557,4.105,3.26,0.684,9.693,2.411,1.615,0.402,13.343,7.674,2.224,1.279,6.714,6.997,1.119,1.166,5.821,3.878,0.97,0.646,46,40,0.87,1440,31.304,13.588,9.2,8.304,8,6.066,0.952,0.096,288,288.887,9.2,9.887,8,0,0,0,A
6,0.833,1,0,32,89.071,2.783,0.992,44.571,1.393,0.69,74.014,2.313,1.535,48.857,1.527,2.618,20.657,0.646,0.752,5.333,0.471,14.845,5.993,2.736,0.967,7.429,3.082,1.372,0.507,12.336,5.905,2.284,1.036,8.143,5.989,1.462,0.965,3.443,1.334,0.631,0.196,5.333,1.491,14.845,4.509,2.808,0.371,7.429,2.55,1.46,0.417,12.336,5.411,2.334,0.721,8.143,7.023,1.635,1.21,3.443,2.163,0.685,0.372,138,121,0.877,6309,45.717,49.895,27.6,17.025,24.8,15.025,0.926,0.071,1261.8,1078.914,23,20.38,20.5,0,0,0,A
7,0,0,0,33,84,2.545,0.882,83.5,2.53,1.128,78,2.364,1.986,53,1.606,3.59,32.5,0.985,1.574,8.25,2.947,21,9.247,2.474,0.203,20.875,7.94,2.501,0.243,19.5,14.908,2.06,0.958,13.25,12.916,2.241,2.773,8.125,1.431,1.082,0.366,4.714,0.452,12,2.345,2.614,0.774,11.929,3.005,2.621,0.966,11.143,6.063,2.489,1.611,7.571,7.504,1.568,1.499,4.643,5.283,1.079,1.34,145,70,0.483,3674,25.338,38.85,36.25,20.669,18.5,7.826,0.618,0.222,918.5,456.131,20.714,24.517,10.714,1,1,0,F
7,0.286,0,0,34,80,2.353,0.713,50,1.471,0.528,83,2.441,2.138,57.5,1.691,3.686,19.5,0.574,0.655,6.8,3.25,16,8.456,2.27,0.257,10,5.831,1.36,0.259,16.6,10.943,2.451,0.632,11.5,10.78,1.531,1.582,3.9,1.828,0.659,0.226,4.857,0.639,11.429,3.417,2.324,0.512,7.143,1.726,1.467,0.269,11.857,7.68,2.421,1.557,8.214,10.106,1.858,2.533,2.786,2.297,0.564,0.465,62,49,0.79,1714,27.645,31.528,12.4,6.859,10,6.293,0.743,0.151,342.8,240.754,12.4,11.128,9.8,1,1,0,A
6,0,0,0,28,57,2.036,0.399,52.5,1.875,0.456,88,3.143,2.642,50,1.786,2.634,19,0.679,0.984,7,1.732,14.25,4.1,2.025,0.217,13.125,4.159,1.854,0.223,22,8.101,3.183,1.182,12.5,11.281,2,1.94,4.75,2.194,0.65,0.13,4.667,0.471,9.5,1.5,2.025,0.152,8.75,2.036,1.85,0.289,14.667,12.027,3.013,2.343,8.333,5.55,1.763,1.099,3.167,4.18,0.65,0.832,148,118,0.797,6292,42.514,49.676,21.143,13.538,17.429,10.5,0.858,0.125,898.857,697.591,24.667,13.275,20,1,1,0,A
6,0,0,0,30,88.5,2.95,1.247,39,1.3,0.572,43,1.433,0.793,23,0.767,1.109,22.5,0.75,0.616,6,2.898,17.7,10.685,2.762,0.904,7.8,4.479,1.238,0.323,8.6,5.152,1.417,0.365,4.6,4.188,0.663,0.686,4.5,3.317,0.782,0.391,5,0.577,14.75,2.268,2.967,0.435,6.5,1.118,1.303,0.192,7.167,2.339,1.417,0.329,3.833,3.387,0.769,0.676,3.75,1.407,0.753,0.278,202,186,0.921,10685,52.896,43.919,28.857,23.829,26.857,22.28,0.928,0.086,1526.429,1438.613,33.667,38.659,31.333,1,1,0,A
6,0,0,0,25,68,2.72,2.363,68,2.72,1.644,77,3.08,2.622,95.5,3.82,3.896,26.5,1.06,1.194,5,2.53,13.6,9.42,2.373,1.007,13.6,8.817,2.462,1.258,15.4,9.728,2.76,1.347,19.1,13.691,3.207,2.286,5.3,3.108,1.024,0.524,4.167,1.213,11.333,5.375,2.672,0.78,11.333,5.344,2.622,0.738,12.833,9.634,2.756,1.743,15.917,13.091,3.425,2.407,4.417,3.679,1.042,0.82,62,55,0.887,1309,21.113,13.444,12.4,12.371,11.6,11.792,0.961,0.065,261.8,249.11,12.4,14.472,11.4,1,1,0,F
6,0.167,0,0,30,74,2.467,0.884,35,1.167,0.489,75,2.5,1.643,38,1.267,2.22,21.75,0.725,1.05,6,3.521,14.8,9.212,2.372,0.266,7,4.012,1.152,0.143,15,8.515,2.748,0.701,7.6,6.02,1.27,1.259,4.35,3.441,0.625,0.279,5,0.577,12.333,3.184,2.458,0.49,5.833,1.675,1.15,0.214,12.5,5.909,2.436,1.035,6.333,5.617,1.269,1.111,3.625,3.201,0.735,0.647,170,126,0.741,12641,74.359,92.718,42.5,5.5,32.25,5.629,0.767,0.132,3160.25,1106.45,28.333,31.009,21.5,2,1,1,F
6,0.167,0,0,28,92,3.286,2.085,47.9,1.711,1.033,76.5,2.732,2.459,39,1.393,2.148,30.5,1.089,1.587,4.667,2.285,15.333,7.581,3.319,0.576,7.983,4.34,1.724,0.215,12.75,7.83,2.74,2.379,6.5,2.449,1.684,0.795,5.083,4.334,1.205,0.737,4.667,0.745,15.333,8.325,3.211,1.343,7.983,2.266,1.742,0.52,12.75,8.504,2.617,1.257,6.5,5.252,1.303,0.959,5.083,3.983,1.194,1.025,159,138,0.868,7966,50.101,39.918,22.714,21.572,20,20.515,0.903,0.149,1138,1440.371,31.8,26.271,28,1,1,0,A
3,0,0,1,14,63,4.5,11.286,45.3,3.236,7.435,73.5,5.25,11.161,5,0.357,0.515,8.75,0.625,0.822,2.8,1.327,12.6,16.981,4.424,5.592,9.06,12.306,3.079,4.044,14.7,15.319,10.793,17.109,1,0.837,0.433,0.343,1.75,1.458,0.583,0.329,4.667,0.471,21,22.456,5.079,5.734,15.1,13.011,3.578,3.392,24.5,16.009,5.183,3.092,1.667,1.7,0.333,0.34,2.917,2.831,0.583,0.566,175,95,0.543,8442,48.24,79.089,43.75,33.177,25.5,18.888,0.623,0.159,2110.5,2520.319,25,21.28,14,6,4,2,F
3,0,0,1,13,27.2,2.092,0.946,25.5,1.962,1.028,20.9,1.608,0.993,17.4,1.338,1.837,2.9,0.223,0.346,3.25,0.433,6.8,2.729,2.044,0.63,6.375,2.678,1.906,0.582,5.225,1.324,1.627,0.462,4.35,3.517,1.388,1.201,0.725,0.496,0.213,0.129,4.333,0.471,9.067,3.283,2.038,0.499,8.5,3.742,1.9,0.643,6.967,2.207,1.677,0.642,5.8,2.209,1.31,0.403,0.967,0.818,0.227,0.207,55,47,0.855,3540,64.364,57.86,13.75,15.368,12,12.39,0.956,0.076,885,595.585,11,5.967,9.4,1,1,0,F
3,0,0,1,16,94,5.875,2.713,53,3.313,1.927,71,4.438,2.738,62.5,3.906,5.1,32,2,1,3.2,1.6,18.8,11.071,5.467,2.579,10.6,5.2,3.267,1.123,14.2,7.782,4.567,0.814,12.5,9.176,3.733,3.156,6.4,4.03,1.867,0.806,5.333,0.471,31.333,5.558,5.944,1.321,17.667,6.128,3.333,1.247,23.667,4.11,4.411,0.442,20.833,6.511,3.833,0.834,10.667,2.625,1.989,0.427,90,72,0.8,3405,37.833,54.04,12.857,15.113,10.857,12.856,0.885,0.108,486.429,616.362,15,13.784,12.333,6,5,1,F
3,0,0,1,13,46.5,3.577,0.874,42.5,3.269,0.846,40,3.077,1.806,13,1,1.092,14.5,1.115,0.788,2.6,1.02,9.3,4.045,3.45,0.595,8.5,3.606,3.183,0.41,8,4.393,3.067,1.143,2.6,2.818,0.858,0.929,2.9,1.281,1.25,0.671,4.333,0.471,15.5,2.121,3.592,0.479,14.167,1.179,3.292,0.328,13.333,5.573,3.058,1.287,4.333,1.886,1.033,0.51,4.833,1.434,1.125,0.368,216,88,0.407,6039,27.958,51.008,36,31.252,15.667,17.49,0.522,0.263,1006.5,1279.169,36,25.762,15.333,5,3,2,F
7,0.143,0,0,50,133.5,2.67,2.319,100.5,2.01,1.535,111.143,2.223,2.245,199.071,3.981,5.599,80.943,1.619,1.881,6.25,2.332,16.688,11.643,2.476,1.149,12.563,8.801,1.929,1.116,13.893,11.659,1.933,0.965,24.884,22.008,4.255,3.538,10.118,6.8,1.577,0.88,7.143,1.125,19.071,8.668,2.717,1.219,14.357,2.794,2.06,0.498,15.878,10.887,2.187,1.316,28.439,18.84,3.76,2.174,11.563,6.75,1.653,0.93,220,147,0.668,11756,53.436,87.713,36.667,36.714,24.833,23.362,0.706,0.14,1959.333,1591.755,31.429,29.582,21.714,2,1,1,A
7,0.143,0,0,56,124,2.214,1.724,90.571,1.617,1.635,114.929,2.052,1.973,125.571,2.242,3.834,92.857,1.658,1.67,7,2.398,15.5,5.937,2.352,0.987,11.321,5.221,1.82,1.185,14.366,5.585,2.163,0.609,15.696,13.625,2.372,1.892,11.607,3.423,1.782,0.504,8,0.756,17.714,5.751,2.186,0.587,12.939,3.413,1.619,0.41,16.418,14.414,1.957,1.538,17.939,14.482,2.144,1.553,13.265,9.892,1.587,1.042,125,92,0.736,4106,32.848,27.292,25,19.667,19.2,18.541,0.603,0.259,821.2,839.569,25,20.425,18.6,3,3,0,F
7,0.143,0,0,55,123.786,2.251,1.521,100.286,1.823,1.392,119.929,2.181,4.01,86.857,1.579,2.216,68.143,1.239,1.34,6.875,1.364,15.473,6.01,2.26,0.888,12.536,5.379,1.865,0.887,14.991,14.191,1.991,1.491,10.857,6.644,1.731,1.069,8.518,3.143,1.252,0.446,7.857,1.552,17.684,5.673,2.272,0.672,14.327,3.378,1.816,0.208,17.133,10.479,2.076,1.039,12.408,6.144,1.648,0.811,9.735,4.507,1.35,0.735,146,86,0.589,7043,48.24,45.524,29.2,16.327,17.8,14.162,0.597,0.297,1408.6,1625.084,24.333,22.721,14.833,1,0,1,A
6,0.167,0,0,46,111.929,2.433,1.504,108.5,2.359,1.513,62.429,1.357,1.2,69.786,1.517,4.162,23.786,0.517,0.753,5.75,1.561,13.991,7.305,2.41,1.349,13.563,7.239,2.341,1.363,7.804,4.75,1.288,0.67,8.723,7.828,1.722,1.629,2.973,2.006,0.508,0.286,7.667,1.247,18.655,4.933,2.389,0.282,18.083,4.765,2.316,0.289,10.405,2.509,1.36,0.271,11.631,7.007,1.566,1.021,3.964,3.526,0.54,0.497,102,73,0.716,9814,96.216,163.367,12.75,12.647,9.5,11.034,0.624,0.243,1226.75,1509.443,17,10.52,12.5,1,1,0,A
6,0.167,0,0,46,184.429,4.009,3.905,148.714,3.233,2.161,125.143,2.72,3.368,123.429,2.683,3.398,74.5,1.62,1.604,5.75,2.107,23.054,9.691,4.152,1.696,18.589,6.35,3.344,0.947,15.643,9.809,2.859,1.798,15.429,9.551,3.154,2.381,9.313,4.802,1.595,0.698,7.667,0.471,30.738,18.309,3.987,2.256,24.786,9.689,3.225,1.183,20.857,14.599,2.678,1.791,20.571,6.473,2.725,0.952,12.417,6.542,1.642,0.908,124,103,0.831,5780,46.613,43.043,15.5,8.231,13.5,7.159,0.885,0.111,722.5,360.674,24.8,10.833,20.8,2,1,1,A
6,0.167,0,0,47,85.893,1.828,1.101,67.071,1.427,0.917,61.214,1.302,0.971,96,2.043,2.827,45.929,0.977,0.772,5.875,1.833,10.737,5.636,1.787,0.543,8.384,4.631,1.403,0.512,7.652,4.288,1.236,0.399,12,9,2.188,1.696,5.741,2.533,0.973,0.277,7.833,1.067,14.315,6.867,1.774,0.81,11.179,5.058,1.376,0.55,10.202,3.686,1.269,0.384,16,5.563,1.983,0.507,7.655,4.964,0.941,0.621,10,5,0.5,220,22,14.443,2,0.632,1.4,0.49,0.733,0.226,44,35.35,10,0,5,1,1,0,A
3,0.333,1,1,20,75.571,3.779,1.83,53.143,2.657,1.208,41.286,2.064,1.062,79.143,3.957,5.235,43.714,2.186,1.873,2.5,1.118,9.446,4.713,3.852,1.236,6.643,3.684,2.642,1,5.161,3.094,2.064,0.851,9.893,10.195,4.009,3.679,5.464,3.874,2.145,1.089,6.667,3.3,25.19,11.838,4.354,1.418,17.714,7.218,3.005,0.745,13.762,5.662,2.437,0.824,26.381,21.013,3.19,2.045,14.571,6.873,2.915,1.621,104,62,0.596,3158,30.365,32.135,17.333,10.546,10.833,6.176,0.683,0.189,526.333,394.793,20.8,14.19,13,4,3,1,A
4,0,0,1,19,54.071,2.846,2.167,25.286,1.331,0.878,23.179,1.22,1.29,15.986,0.841,1.93,12.857,0.677,0.951,2.714,1.385,7.724,4.724,3.051,1.764,3.612,3.258,1.243,0.637,3.311,2.322,1.428,1.168,2.284,3.239,1.013,1.453,1.837,1.913,0.622,0.503,6.333,0.471,18.024,2.845,2.872,0.568,8.429,0.606,1.331,0.003,7.726,2.165,1.251,0.413,5.329,2.627,0.856,0.456,4.286,1.975,0.668,0.297,104,84,0.808,7256,69.769,127.001,14.857,16.066,12.429,12.304,0.919,0.087,1036.571,1577.826,17.333,11.856,14.333,4,1,3,F
4,0.25,0,1,19,42,2.211,1.729,27.929,1.47,1.187,60.107,3.164,2.666,30.571,1.609,2.397,17.786,0.936,1.323,2.375,1.495,5.25,3.199,2.5,1.57,3.491,1.667,1.766,1.275,7.513,6.859,2.944,2.14,3.821,2.593,1.911,1.182,2.223,1.243,1.195,0.731,6.333,2.055,14,7.074,2.132,0.461,9.31,3.817,1.434,0.126,20.036,9.371,3.176,1.413,10.19,0.86,1.825,0.671,5.929,7.129,0.728,0.749,349,110,0.315,5735,16.433,13.437,58.167,55.472,19.667,10.483,0.459,0.162,955.833,911.764,87.25,79.798,27.5,2,2,0,F
4,0,0,1,21,87.429,4.163,1.966,62.429,2.973,1.651,82,3.905,2.543,84,4,4.696,27.143,1.293,1.05,2.625,0.484,10.929,5.254,4.247,1.822,7.804,4.056,3.018,1.458,10.25,5.403,3.979,1.964,10.5,6.91,4.188,2.603,3.393,1.199,1.318,0.452,7,0.816,29.143,3.559,4.175,0.329,20.81,2.65,2.97,0.056,27.333,2.205,3.994,0.764,28,11.796,4.187,1.916,9.048,3.212,1.336,0.517,73,45,0.616,3802,52.082,69.899,9.125,6.03,6,5,0.73,0.344,475.25,381.275,14.6,9.372,9,4,2,2,F
7,0.143,0,0,44,93.714,2.13,1.076,93.429,2.123,1.009,95.643,2.174,2.401,43.214,0.982,1.662,46.071,1.047,0.778,6.286,2.491,13.388,8.767,2.204,1.002,13.347,8.371,2.118,0.811,13.663,10.947,1.961,1.155,6.173,3.928,1.153,0.833,6.582,3.598,1.057,0.293,7.333,0.745,15.619,2.377,2.15,0.365,15.571,1.831,2.141,0.297,15.94,7.352,2.209,1.074,7.202,3.959,0.964,0.485,7.679,3.085,1.057,0.429,168,154,0.917,12771,76.018,65.267,28,27.037,25.833,28.222,0.798,0.315,2128.5,2281.857,33.6,21.914,30.8,1,1,0,A
