teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
6.000,0.167,1.000,0.000,16.000,18.286,1.143,1.619,13.143,0.821,1.088,18.000,1.125,0.781,9.571,0.598,2.228,8.000,0.500,0.780,8.000,4.000,9.143,0.857,1.595,0.905,6.571,0.571,1.048,0.452,9.000,1.000,1.583,0.917,4.786,0.214,0.815,0.435,4.000,1.000,0.750,0.500,2.667,1.106,3.048,3.239,0.972,0.729,2.190,1.766,0.730,0.378,3.000,1.475,1.125,0.392,1.595,2.274,0.619,0.986,1.333,1.382,0.456,0.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,A
6.000,0.167,0.000,0.000,20.000,21.714,1.086,0.991,18.000,0.900,1.014,19.821,0.991,1.690,37.571,1.879,2.312,14.000,0.700,0.870,10.000,5.000,10.857,0.143,1.457,0.743,9.000,1.000,1.133,0.467,9.911,0.661,1.277,0.573,18.786,2.214,2.652,1.548,7.000,2.000,1.067,0.733,3.333,0.943,3.619,1.620,1.048,0.272,3.000,1.639,0.863,0.318,3.304,2.723,0.896,0.639,6.262,3.840,1.798,0.861,2.333,1.208,0.679,0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,0.000,A
6.000,0.167,0.000,0.000,17.000,21.357,1.256,0.781,20.786,1.223,0.676,16.857,0.992,1.222,6.214,0.366,1.152,5.393,0.317,1.031,8.500,2.500,10.679,3.321,1.501,0.832,10.393,2.607,1.437,0.729,8.429,2.571,1.183,0.650,3.107,0.393,0.415,0.168,2.696,1.554,0.406,0.302,2.833,0.373,3.560,1.053,1.321,0.575,3.464,0.802,1.262,0.396,2.810,1.829,0.972,0.585,1.036,1.192,0.433,0.565,0.899,1.670,0.300,0.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,5.000,2.000,F
5.000,0.400,0.000,0.000,13.000,31.143,2.396,0.885,24.000,1.846,1.187,23.571,1.813,1.948,9.500,0.731,1.648,11.571,0.890,1.134,3.250,0.829,7.786,3.038,2.292,0.524,6.000,2.922,1.774,0.744,5.893,3.190,1.696,0.590,2.375,3.070,0.635,0.766,2.893,1.308,0.839,0.263,3.250,0.829,7.786,0.645,2.552,0.635,6.000,1.799,1.887,0.394,5.893,2.696,1.949,1.014,2.375,2.534,1.042,1.227,2.893,1.648,1.118,0.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,4.000,1.000,F
3.000,0.000,0.000,1.000,8.000,13.429,1.679,0.927,9.000,1.125,1.199,16.643,2.080,1.210,10.143,1.268,2.000,1.357,0.170,0.242,2.000,0.707,3.357,2.313,1.458,0.623,2.250,2.789,0.905,0.867,4.161,1.824,1.973,0.511,2.536,2.658,1.190,0.898,0.339,0.408,0.128,0.139,2.667,0.943,4.476,0.673,1.905,0.703,3.000,1.166,1.369,0.749,5.548,0.676,2.232,0.430,3.381,2.877,1.548,1.532,0.452,0.352,0.155,0.110,9.000,9.000,1.000,318.000,35.333,31.156,3.000,0.816,3.000,0.816,1.000,0.000,106.000,79.800,4.500,2.500,4.500,1.000,0.000,1.000,A
3.000,0.000,0.000,1.000,10.000,41.571,4.157,1.221,28.714,2.871,1.855,27.857,2.786,1.855,9.571,0.957,1.345,16.429,1.643,1.753,2.500,0.500,10.393,3.117,4.190,1.076,7.179,2.876,2.958,1.345,6.964,1.853,3.024,1.258,2.393,2.398,0.798,0.799,4.107,1.792,1.714,0.933,3.333,0.943,13.857,2.574,4.345,0.720,9.571,5.563,2.833,1.174,9.286,0.765,3.012,0.803,3.190,0.759,0.988,0.150,5.476,2.535,2.060,1.525,72.000,49.000,0.681,3781.000,52.514,83.631,18.000,9.874,13.250,8.437,0.709,0.207,945.250,651.804,12.000,12.275,8.667,1.000,0.000,1.000,A
3.000,0.333,0.000,1.000,11.000,32.857,2.987,2.603,18.714,1.701,1.206,41.714,3.792,4.914,4.286,0.390,0.891,23.429,2.130,3.186,2.750,0.433,8.214,3.401,2.857,0.950,4.679,2.108,1.679,0.626,10.429,4.308,4.071,2.158,1.071,1.076,0.357,0.359,5.857,2.261,2.339,1.379,3.667,0.471,10.952,5.114,3.202,1.845,6.238,1.584,1.762,0.587,13.905,8.049,3.865,2.090,1.429,1.113,0.433,0.370,7.810,5.484,2.115,1.332,15.000,7.000,0.467,143.000,9.533,17.869,5.000,3.559,2.667,1.700,0.611,0.283,47.667,63.908,3.000,1.673,1.600,4.000,2.000,2.000,F
5.000,0.200,0.000,0.000,25.000,55.714,2.229,1.076,36.929,1.477,0.943,86.286,3.451,2.435,35.143,1.406,4.892,25.857,1.034,0.849,5.000,0.632,11.143,5.669,2.159,0.857,7.386,3.750,1.427,0.578,17.257,7.930,3.398,1.306,7.029,10.024,1.256,1.636,5.171,2.652,0.998,0.390,5.000,0.000,11.143,2.161,2.229,0.432,7.386,1.905,1.477,0.381,17.257,6.514,3.451,1.303,7.029,11.299,1.406,2.260,5.171,1.924,1.034,0.385,103.000,29.000,0.282,3655.000,35.485,67.085,25.750,29.046,7.500,6.727,0.491,0.314,913.750,1362.324,20.600,12.516,6.200,1.000,1.000,0.000,A
5.000,0.000,0.000,0.000,25.000,59.786,2.391,2.547,24.929,0.997,0.935,66.214,2.649,3.137,78.571,3.143,4.205,16.786,0.671,0.598,5.000,0.000,11.957,7.382,2.391,1.476,4.986,0.913,0.997,0.183,13.243,6.243,2.649,1.249,15.714,10.800,3.143,2.160,3.357,1.746,0.671,0.349,5.000,0.000,11.957,6.064,2.391,1.213,4.986,0.881,0.997,0.176,13.243,8.577,2.649,1.715,15.714,13.651,3.143,2.730,3.357,1.394,0.671,0.279,58.000,58.000,1.000,2058.000,35.483,13.867,14.500,16.132,14.500,16.132,1.000,0.000,514.500,607.769,14.500,21.136,14.500,1.000,1.000,0.000,A
5.000,0.400,1.000,0.000,24.000,84.500,3.521,2.182,68.857,2.869,2.431,74.357,3.098,3.482,86.143,3.589,11.925,34.393,1.433,2.802,4.800,0.400,16.900,6.774,3.457,1.255,13.771,7.619,2.831,1.469,14.871,5.667,3.021,1.050,17.229,27.086,3.454,5.412,6.879,3.854,1.401,0.743,4.800,0.400,16.900,4.054,3.530,0.796,13.771,3.791,2.846,0.663,14.871,8.055,3.194,1.848,17.229,22.058,4.046,5.583,6.879,7.946,1.596,2.012,264.000,193.000,0.731,9201.000,34.852,37.954,52.800,33.385,39.400,27.369,0.768,0.153,1840.200,1393.642,52.800,30.779,39.000,1.000,1.000,0.000,A
5.000,0.000,0.000,0.000,25.000,41.893,1.676,1.220,25.536,1.021,0.777,67.250,2.690,3.092,27.286,1.091,2.850,15.786,0.631,1.073,5.000,0.000,8.379,2.939,1.676,0.588,5.107,2.750,1.021,0.550,13.450,8.176,2.690,1.635,5.457,4.555,1.091,0.911,3.157,1.092,0.631,0.218,5.000,0.000,8.379,2.583,1.676,0.517,5.107,1.082,1.021,0.216,13.450,5.581,2.690,1.116,5.457,5.865,1.091,1.173,3.157,3.280,0.631,0.656,38.000,35.000,0.921,1192.000,31.368,18.558,9.500,10.235,8.750,8.955,0.972,0.048,298.000,332.385,9.500,3.905,8.750,1.000,1.000,0.000,A
5.000,0.200,0.000,0.000,22.000,40.571,1.844,1.788,30.929,1.406,1.334,45.857,2.084,2.750,23.729,1.079,3.465,10.071,0.458,0.811,4.400,1.625,8.114,1.835,2.123,0.858,6.186,1.198,1.726,0.914,9.171,4.406,2.087,0.486,4.746,5.271,0.862,0.836,2.014,1.309,0.537,0.428,4.400,1.200,8.114,6.487,1.660,1.035,6.186,4.666,1.275,0.704,9.171,8.634,1.950,1.352,4.746,2.988,0.968,0.529,2.014,1.790,0.411,0.336,7.000,7.000,1.000,144.000,20.571,8.567,3.500,0.500,3.500,0.500,1.000,0.000,72.000,15.000,7.000,0.000,7.000,2.000,1.000,1.000,A
5.000,0.200,0.000,0.000,25.000,34.929,1.397,0.974,26.786,1.071,0.969,34.429,1.377,0.993,16.857,0.674,1.918,18.643,0.746,0.538,5.000,0.000,6.986,2.770,1.397,0.554,5.357,1.969,1.071,0.394,6.886,3.042,1.377,0.608,3.371,3.325,0.674,0.665,3.729,1.487,0.746,0.297,5.000,0.000,6.986,0.516,1.397,0.103,5.357,0.781,1.071,0.156,6.886,1.036,1.377,0.207,3.371,2.333,0.674,0.467,3.729,0.706,0.746,0.141,78.000,65.000,0.833,3818.000,48.949,42.645,19.500,19.956,16.250,17.239,0.796,0.085,954.500,1038.754,15.600,6.829,13.400,1.000,1.000,0.000,A
5.000,0.200,0.000,0.000,26.000,45.929,1.766,1.572,42.500,1.635,0.909,38.500,1.481,1.279,40.500,1.558,2.642,26.000,1.000,1.038,5.200,0.400,9.186,2.179,1.779,0.462,8.500,2.753,1.664,0.594,7.700,1.426,1.497,0.332,8.100,2.901,1.591,0.619,5.200,1.969,1.021,0.418,5.200,0.400,9.186,2.331,1.770,0.462,8.500,2.489,1.656,0.538,7.700,3.218,1.488,0.651,8.100,8.409,1.579,1.693,5.200,3.729,1.010,0.754,20.000,14.000,0.700,595.000,29.750,18.793,4.000,3.633,3.000,2.608,0.795,0.189,119.000,85.776,6.667,2.625,4.667,3.000,3.000,0.000,A
5.000,0.200,1.000,0.000,26.000,88.571,3.407,3.175,75.714,2.912,2.908,64.643,2.486,2.697,62.143,2.390,3.365,27.000,1.038,1.448,5.200,0.980,17.714,6.312,3.527,1.419,15.143,5.408,3.032,1.272,12.929,4.019,2.586,0.970,12.429,8.141,2.418,1.645,5.400,1.778,1.052,0.339,5.200,0.400,17.714,11.035,3.469,2.256,15.143,9.885,2.937,1.998,12.929,8.967,2.497,1.799,12.429,5.520,2.413,1.134,5.400,4.134,1.028,0.802,29.000,1.000,0.035,0.000,0.000,0.000,9.667,2.357,1.000,0.000,0.109,0.023,0.000,0.000,14.500,10.500,1.000,2.000,2.000,0.000,A
6.000,0.167,0.000,0.000,36.000,116.571,3.238,1.530,86.857,2.413,1.439,110.929,3.081,2.542,32.000,0.889,1.702,23.000,0.639,0.812,6.000,0.000,19.429,8.860,3.238,1.477,14.476,8.341,2.413,1.390,18.488,11.315,3.081,1.886,5.333,3.986,0.889,0.664,3.833,1.491,0.639,0.248,6.000,0.000,19.429,3.194,3.238,0.532,14.476,1.778,2.413,0.296,18.488,6.387,3.081,1.065,5.333,4.293,0.889,0.715,3.833,2.731,0.639,0.455,119.000,88.000,0.740,3899.000,32.765,31.788,23.800,15.328,17.800,11.250,0.729,0.131,779.800,548.056,23.800,37.445,17.600,2.000,1.000,1.000,F
6.000,0.167,0.000,0.000,35.000,80.214,2.292,0.880,70.429,2.012,1.054,62.500,1.786,1.527,31.000,0.886,1.320,26.071,0.745,0.927,5.833,1.462,13.369,4.822,2.379,0.777,11.738,3.985,2.098,0.689,10.417,3.867,1.908,0.823,5.167,3.236,0.873,0.568,4.345,1.263,0.783,0.243,5.833,0.373,13.369,1.648,2.292,0.240,11.738,2.868,1.991,0.414,10.417,3.184,1.799,0.565,5.167,3.196,0.890,0.538,4.345,3.319,0.737,0.546,119.000,57.000,0.479,2257.000,18.966,21.657,29.750,24.325,15.000,8.155,0.625,0.174,564.250,468.699,23.800,26.589,12.000,2.000,2.000,0.000,A
6.000,0.167,0.000,0.000,35.000,76.500,2.186,1.003,66.929,1.912,0.988,64.571,1.845,1.463,54.000,1.543,3.057,23.000,0.657,0.804,5.833,0.373,12.750,3.683,2.197,0.639,11.155,3.361,1.937,0.646,10.762,3.804,1.849,0.635,9.000,6.481,1.544,1.078,3.833,1.312,0.656,0.211,5.833,0.373,12.750,4.225,2.173,0.664,11.155,4.000,1.907,0.644,10.762,5.125,1.838,0.836,9.000,10.999,1.503,1.831,3.833,2.103,0.643,0.344,128.000,101.000,0.789,5189.000,40.539,36.114,21.333,16.438,17.333,14.851,0.846,0.150,864.833,836.416,25.600,24.311,20.400,1.000,1.000,0.000,A
6.000,0.000,0.000,0.000,35.000,127.357,3.639,1.071,81.929,2.341,0.984,94.286,2.694,1.652,61.357,1.753,2.016,50.786,1.451,1.435,5.833,0.373,21.226,6.800,3.660,1.179,13.655,4.576,2.342,0.753,15.714,5.676,2.747,1.134,10.226,4.358,1.777,0.788,8.464,3.550,1.466,0.628,5.833,0.373,21.226,4.214,3.637,0.657,13.655,3.135,2.346,0.522,15.714,3.821,2.706,0.663,10.226,6.901,1.734,1.131,8.464,4.319,1.468,0.754,66.000,44.000,0.667,1458.000,22.091,25.684,11.000,10.863,7.667,5.217,0.847,0.183,243.000,220.615,11.000,7.767,7.333,2.000,2.000,0.000,A
6.000,0.333,0.000,0.000,36.000,85.814,2.384,0.894,62.000,1.722,0.474,60.071,1.669,1.117,25.929,0.720,0.783,18.571,0.516,0.550,6.000,0.577,14.302,5.531,2.433,0.930,10.333,3.693,1.760,0.633,10.012,4.489,1.703,0.753,4.321,1.670,0.745,0.316,3.095,1.248,0.533,0.223,6.000,0.000,14.302,2.140,2.384,0.357,10.333,1.036,1.722,0.173,10.012,3.336,1.669,0.556,4.321,2.891,0.720,0.482,3.095,2.501,0.516,0.417,42.000,39.000,0.929,1360.000,32.381,17.539,8.400,7.965,7.800,6.882,0.974,0.052,272.000,259.011,14.000,8.641,13.000,2.000,2.000,0.000,F
3.000,0.000,0.000,1.000,18.000,65.286,3.627,1.474,57.000,3.167,1.397,46.357,2.575,1.768,65.857,3.659,3.045,56.500,3.139,3.874,3.000,0.000,10.881,4.673,3.627,1.558,9.500,3.786,3.167,1.262,7.726,3.169,2.575,1.056,10.976,4.169,3.659,1.390,9.417,4.066,3.139,1.355,6.000,0.000,21.762,1.151,3.627,0.192,19.000,0.841,3.167,0.140,15.452,5.854,2.575,0.976,21.952,11.333,3.659,1.889,18.833,19.209,3.139,3.201,92.000,82.000,0.891,4363.000,47.424,38.093,18.400,18.139,16.600,15.435,0.954,0.058,872.600,1213.143,18.400,10.892,16.800,2.000,2.000,0.000,A
3.000,0.333,0.000,1.000,18.000,36.857,2.048,0.970,30.000,1.667,0.705,36.143,2.008,1.857,17.643,0.980,1.579,7.071,0.393,0.754,3.000,0.577,6.143,2.525,1.999,0.544,5.000,1.979,1.660,0.535,6.024,4.715,1.911,1.116,2.940,2.572,0.952,0.849,1.179,1.241,0.344,0.328,6.000,0.000,12.286,3.687,2.048,0.615,10.000,1.579,1.667,0.263,12.048,3.318,2.008,0.553,5.881,4.378,0.980,0.730,2.357,2.613,0.393,0.435,93.000,43.000,0.462,2511.000,27.000,27.988,23.250,23.413,11.500,12.600,0.702,0.315,627.750,912.982,18.600,17.625,9.200,3.000,3.000,0.000,A
6.000,0.333,1.000,0.000,36.000,98.357,2.732,1.507,83.857,2.329,1.302,97.429,2.706,2.445,81.071,2.252,3.340,24.429,0.679,1.017,6.000,0.577,16.393,8.100,2.735,1.329,13.976,6.456,2.349,1.101,16.238,8.528,2.760,1.511,13.512,11.014,2.244,1.810,4.071,2.312,0.678,0.379,6.000,0.000,16.393,2.750,2.732,0.458,13.976,3.455,2.329,0.576,16.238,7.498,2.706,1.250,13.512,5.847,2.252,0.975,4.071,4.387,0.679,0.731,145.000,93.000,0.641,5424.000,37.407,36.907,24.167,19.282,16.333,13.948,0.757,0.261,904.000,831.094,24.167,16.385,15.667,1.000,1.000,0.000,A
6.000,0.333,1.000,0.000,35.000,75.714,2.163,1.135,63.929,1.827,1.023,63.786,1.822,1.059,18.429,0.527,1.811,18.071,0.516,0.830,5.833,0.687,12.619,5.020,2.186,0.830,10.655,3.842,1.840,0.622,10.631,5.468,1.860,0.927,3.071,1.726,0.513,0.257,3.012,0.637,0.522,0.124,5.833,0.373,12.619,4.080,2.175,0.705,10.655,3.702,1.848,0.681,10.631,2.586,1.844,0.519,3.071,2.284,0.529,0.382,3.012,1.941,0.530,0.356,182.000,111.000,0.610,5111.000,28.082,58.409,30.333,42.078,19.500,21.968,0.804,0.215,851.833,1045.003,30.333,39.525,19.000,1.000,1.000,0.000,A
6.000,0.000,0.000,0.000,36.000,119.393,3.316,6.531,100.179,2.783,6.601,37.643,1.046,1.036,56.607,1.572,3.006,20.464,0.568,0.630,6.000,0.577,19.899,15.130,3.322,2.516,16.696,14.774,2.778,2.460,6.274,2.167,1.066,0.429,9.435,7.713,1.573,1.284,3.411,1.607,0.563,0.260,6.000,0.000,19.899,19.467,3.316,3.244,16.696,20.230,2.783,3.372,6.274,3.385,1.046,0.564,9.435,7.763,1.572,1.294,3.411,1.305,0.568,0.218,73.000,62.000,0.849,3606.000,49.397,37.070,14.600,8.452,12.600,6.621,0.897,0.088,721.200,307.807,14.600,13.603,12.400,1.000,0.000,1.000,F
3.000,0.333,0.000,1.000,16.000,37.071,2.317,1.767,28.786,1.799,1.885,40.286,2.518,2.957,10.571,0.661,2.106,12.071,0.754,1.057,2.667,0.471,6.179,4.669,2.214,1.457,4.798,4.679,1.732,1.502,6.714,6.050,2.274,1.983,1.762,2.160,0.659,0.763,2.012,1.746,0.687,0.570,5.333,0.471,12.357,0.477,2.341,0.277,9.595,1.600,1.825,0.404,13.429,6.062,2.630,1.290,3.524,2.622,0.657,0.515,4.024,1.496,0.783,0.329,61.000,44.000,0.721,1678.000,27.508,50.391,12.200,10.068,9.200,7.909,0.846,0.168,335.600,315.988,15.250,7.395,11.500,1.000,1.000,0.000,A
3.000,0.000,0.000,1.000,12.000,17.571,1.464,0.595,13.429,1.119,0.640,15.571,1.298,1.037,17.786,1.482,1.492,4.357,0.363,0.431,3.000,0.000,4.393,1.360,1.464,0.453,3.357,0.457,1.119,0.152,3.893,0.997,1.298,0.332,4.446,1.740,1.482,0.580,1.089,0.283,0.363,0.094,4.000,0.000,5.857,1.462,1.464,0.365,4.476,0.992,1.119,0.248,5.190,2.686,1.298,0.672,5.929,3.166,1.482,0.792,1.452,1.196,0.363,0.299,10.000,8.000,0.800,191.000,19.100,15.036,5.000,0.000,4.000,1.000,0.800,0.200,95.500,37.500,5.000,1.000,4.000,0.000,0.000,0.000,F
6.000,0.167,0.000,0.000,30.000,38.071,1.269,1.336,25.357,0.845,1.340,60.714,2.024,2.011,21.286,0.710,2.899,22.857,0.762,1.436,6.000,0.000,7.614,1.718,1.269,0.286,5.071,1.872,0.845,0.312,12.143,4.302,2.024,0.717,4.257,4.236,0.710,0.706,4.571,1.448,0.762,0.241,5.000,0.000,6.345,1.659,1.269,0.332,4.226,1.379,0.845,0.276,10.119,5.136,2.024,1.027,3.548,3.516,0.710,0.703,3.810,3.807,0.762,0.761,11.000,6.000,0.546,138.000,12.546,16.588,2.750,1.299,2.250,1.299,0.813,0.207,34.500,35.217,11.000,0.000,6.000,0.000,0.000,0.000,F
5.000,0.200,1.000,0.000,25.000,47.214,1.889,0.824,34.714,1.389,0.824,40.571,1.623,0.991,22.286,0.891,3.051,28.286,1.131,1.204,5.000,0.000,9.443,3.395,1.889,0.679,6.943,2.319,1.389,0.464,8.114,2.524,1.623,0.505,4.457,6.328,0.891,1.266,5.657,1.767,1.131,0.353,5.000,0.000,9.443,0.528,1.889,0.106,6.943,0.483,1.389,0.097,8.114,0.635,1.623,0.127,4.457,7.502,0.891,1.500,5.657,3.671,1.131,0.734,11.000,9.000,0.818,381.000,34.636,19.008,5.500,0.500,4.500,1.500,0.800,0.200,190.500,78.500,5.500,0.500,4.500,0.000,0.000,0.000,A
5.000,0.200,0.000,0.000,25.000,78.857,3.154,1.405,73.143,2.926,1.515,52.357,2.094,1.166,40.857,1.634,2.053,20.429,0.817,0.632,5.000,0.000,15.771,6.835,3.154,1.367,14.629,6.877,2.926,1.375,10.471,4.367,2.094,0.873,8.171,5.835,1.634,1.167,4.086,2.181,0.817,0.436,5.000,0.000,15.771,2.081,3.154,0.416,14.629,3.599,2.926,0.720,10.471,1.466,2.094,0.293,8.171,3.052,1.634,0.610,4.086,0.906,0.817,0.181,138.000,106.000,0.768,5732.000,41.536,50.668,27.600,22.357,21.400,15.679,0.861,0.115,1146.400,973.775,27.600,18.575,21.600,0.000,0.000,0.000,A
5.000,0.400,0.000,0.000,25.000,54.000,2.160,1.233,28.571,1.143,1.414,35.571,1.423,2.569,49.429,1.977,2.667,15.286,0.611,1.155,5.000,0.000,10.800,3.979,2.160,0.796,5.714,4.069,1.143,0.814,7.114,4.063,1.423,0.813,9.886,9.850,1.977,1.970,3.057,1.251,0.611,0.250,5.000,0.000,10.800,4.229,2.160,0.846,5.714,2.286,1.143,0.457,7.114,4.457,1.423,0.891,9.886,3.146,1.977,0.629,3.057,3.475,0.611,0.695,2.000,1.000,0.500,18.000,9.000,0.000,2.000,0.000,1.000,0.000,0.500,0.000,18.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,25.000,41.429,1.657,1.345,22.857,0.914,0.676,31.929,1.277,1.380,70.643,2.826,7.932,19.964,0.799,1.371,5.000,0.000,8.286,3.038,1.657,0.608,4.571,1.343,0.914,0.269,6.386,2.664,1.277,0.533,14.129,20.583,2.826,4.117,3.993,2.550,0.799,0.510,5.000,0.000,8.286,4.797,1.657,0.959,4.571,2.047,0.914,0.409,6.386,4.154,1.277,0.831,14.129,15.744,2.826,3.149,3.993,3.673,0.799,0.735,4.000,4.000,1.000,76.000,19.000,6.671,2.000,0.000,2.000,0.000,1.000,0.000,38.000,9.000,4.000,0.000,4.000,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,29.000,71.250,2.457,1.536,57.714,1.990,1.447,54.643,1.884,2.060,48.714,1.680,2.924,27.814,0.959,1.293,4.833,0.373,11.875,3.752,2.417,0.676,9.619,3.429,1.963,0.633,9.107,4.830,1.848,0.935,8.119,9.672,1.655,1.921,4.636,3.241,0.941,0.636,5.800,0.400,14.250,5.088,2.428,0.787,11.543,3.968,1.970,0.613,10.929,4.998,1.848,0.797,9.743,6.368,1.650,1.038,5.563,4.866,0.967,0.819,65.000,60.000,0.923,6176.000,95.015,146.040,16.250,9.731,15.750,8.983,0.984,0.028,1544.000,1560.602,13.000,6.066,12.200,0.000,0.000,0.000,A
7.000,0.000,0.000,0.000,42.000,120.714,2.874,0.619,100.929,2.403,0.683,72.357,1.723,1.045,55.500,1.321,2.715,28.786,0.685,0.701,7.000,0.000,20.119,6.109,2.874,0.873,16.821,4.844,2.403,0.692,12.060,5.174,1.723,0.739,9.250,8.395,1.321,1.199,4.798,1.648,0.685,0.235,6.000,0.000,17.245,2.157,2.874,0.359,14.418,1.709,2.403,0.285,10.337,2.853,1.723,0.476,7.929,6.717,1.321,1.120,4.112,3.086,0.685,0.514,144.000,137.000,0.951,6542.000,45.431,36.526,24.000,15.438,23.000,15.727,0.926,0.062,1090.333,740.399,20.571,14.510,19.714,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,27.000,54.143,2.005,1.535,45.214,1.675,2.215,43.857,1.624,1.606,40.857,1.513,2.643,20.214,0.749,1.019,4.500,0.957,9.024,4.365,1.999,0.776,7.536,5.866,1.625,0.943,7.310,3.811,1.695,0.910,6.810,8.944,1.292,1.455,3.369,2.202,0.734,0.404,5.400,1.200,10.829,4.825,2.067,0.813,9.043,4.403,1.950,1.396,8.771,6.401,1.495,1.028,8.171,6.050,1.967,2.119,4.043,2.662,0.779,0.457,126.000,120.000,0.952,3194.000,25.349,15.498,21.000,12.543,20.167,11.187,0.976,0.035,532.333,342.184,31.500,34.853,30.000,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,30.000,97.786,3.260,1.509,48.464,1.615,0.877,66.714,2.224,2.069,33.571,1.119,1.876,29.107,0.970,0.994,5.000,0.577,16.298,7.331,3.222,1.261,8.077,3.954,1.582,0.657,11.119,5.776,2.214,1.052,5.595,4.251,1.065,0.746,4.851,2.491,0.958,0.440,6.000,0.000,19.557,4.105,3.260,0.684,9.693,2.411,1.615,0.402,13.343,7.674,2.224,1.279,6.714,6.997,1.119,1.166,5.821,3.878,0.970,0.646,46.000,40.000,0.870,1440.000,31.304,13.588,9.200,8.304,8.000,6.066,0.952,0.096,288.000,288.887,9.200,9.887,8.000,0.000,0.000,0.000,A
